id	team	nation	pos	rating	potential	pace	shooting	passing	dribbling	defending	physical	rare
167599	315	46	CDM	78	82	65	76	81	69	73	67	0
167958	1041	54	GK	78	81	81	76	75	80	42	77	0
168312	47	27	RB	78	82	93	62	73	74	73	74	1
168326	100767	27	CB	78	80	76	57	64	52	79	80	0
168354	1	27	GK	78	78	78	78	68	83	30	77	1
169596	1806	14	CB	78	76	58	39	57	47	80	82	1
171579	240	45	RM	78	82	67	71	77	72	70	73	0
171828	1048	52	ST	78	74	81	80	77	80	45	66	0
172098	44	60	LB	78	74	81	64	79	77	75	74	0
172283	457	45	RB	78	80	73	48	72	67	77	75	0
172294	457	45	CB	78	80	69	40	56	48	78	77	0
172610	52	54	CB	78	85	60	44	55	52	79	78	0
172672	236	38	LW	78	78	84	75	71	82	51	66	0
173146	39	27	CM	78	80	67	68	85	76	66	50	1
173306	100769	52	LB	78	80	87	57	72	72	74	68	0
173432	452	83	CB	78	83	70	43	63	55	77	81	0
176600	481	18	ST	78	82	80	76	72	75	46	68	0
176605	48	56	LB	78	76	90	67	77	78	74	65	1
177553	175	38	RM	78	80	83	72	72	84	49	68	0
177573	573	54	CB	78	78	61	38	54	49	81	76	1
177934	32	21	RW	78	83	90	78	73	82	49	66	1
177935	47	118	LB	78	76	83	67	79	78	77	71	0
178085	457	45	CM	78	81	66	70	83	75	68	62	0
178111	66	51	CB	78	77	55	47	65	50	81	79	1
179546	481	21	CAM	78	82	81	70	75	86	35	42	1
179589	485	108	ST	78	77	83	76	68	80	44	71	0
179605	144	129	LM	78	86	79	73	76	84	45	49	1
179847	481	52	CB	78	81	47	40	64	62	81	75	1
180206	52	8	CM	78	87	69	74	82	81	60	62	0
180287	982	15	ST	78	78	77	75	60	73	43	82	0
180819	17	14	CAM	78	83	76	69	75	82	58	68	0
181019	568	54	CAM	78	83	83	69	72	84	52	58	0
181291	247	34	CAM	78	83	86	73	67	84	54	72	0
182629	481	38	GK	78	78	78	75	76	81	47	77	0
183108	325	129	LW	78	79	90	71	72	84	48	56	1
183254	1896	54	CB	78	75	65	51	64	58	80	84	0
183574	23	21	CF	78	82	74	79	74	79	54	65	0
183666	280	45	GK	78	83	77	75	79	85	51	76	0
183893	109	52	CDM	78	80	64	55	68	68	78	76	0
184010	36	36	ST	78	76	76	79	62	74	49	71	0
184087	240	7	CB	78	82	62	58	71	61	79	78	0
184477	34	22	CB	78	85	68	48	54	52	78	86	1
185103	10	51	LB	78	79	67	72	78	74	79	76	1
185239	32	48	CB	78	82	77	41	66	68	78	78	0
186115	1	14	LB	78	82	84	58	74	73	78	67	1
186119	393	43	LW	78	83	91	76	66	80	43	43	1
186146	11	14	ST	78	83	85	74	73	78	45	79	1
186148	485	21	GK	78	83	80	76	75	79	46	77	0
186452	245	34	CAM	78	79	73	78	72	74	64	82	0
187763	1043	54	CM	78	78	80	73	72	75	77	69	0
187924	66	18	CAM	78	85	71	74	82	79	57	72	1
187936	1806	18	CDM	78	81	71	58	74	71	78	73	0
188005	573	45	CDM	78	81	68	49	67	63	77	81	0
188042	229	52	LW	78	80	81	74	73	82	43	60	0
188081	101059	54	CAM	78	81	79	69	75	83	70	54	0
188154	18	21	CAM	78	81	72	72	78	80	65	66	0
188802	22	21	LB	78	81	78	59	72	70	78	72	0
189246	32	21	CDM	78	80	60	53	71	49	82	75	1
189354	448	45	RW	78	84	84	74	79	81	44	56	0
189575	448	45	LW	78	83	85	69	69	84	49	52	1
189725	11	14	CM	78	80	76	65	80	81	57	55	1
189805	23	34	ST	78	80	67	77	68	74	52	78	0
189881	11	14	CB	78	81	76	28	62	61	80	75	1
190483	101059	54	CAM	78	84	85	72	73	82	55	64	0
191856	1629	52	ST	78	77	67	74	67	75	50	81	0
192086	312	40	ST	78	82	85	76	69	75	53	70	0
192568	568	54	CB	78	82	68	49	70	62	78	82	1
193116	66	18	CDM	78	82	67	66	72	71	80	75	0
193698	25	21	GK	78	82	80	75	73	81	47	75	0
194203	110374	51	RB	78	76	72	38	64	54	80	78	0
194957	11	14	CB	78	84	73	53	71	62	79	76	0
195086	17	10	CB	78	82	53	38	66	58	78	78	0
196432	234	52	CM	78	81	81	72	76	82	75	65	0
198202	32	21	CB	78	81	59	37	55	48	79	80	1
199074	100766	108	ST	78	84	77	72	45	70	52	78	1
200223	247	34	CAM	78	82	75	69	74	84	59	50	0
200529	18	7	LM	78	82	77	74	74	81	55	69	0
200752	44	54	CB	78	84	79	42	60	53	79	80	0
201942	10029	54	CAM	78	85	77	72	72	82	43	71	0
207865	73	54	CB	78	89	78	37	65	62	78	72	0
210513	236	56	CAM	78	86	75	71	74	84	39	43	0
27	19	14	RM	77	75	62	73	77	82	48	56	0
1041	44	52	CM	77	77	74	51	80	79	79	60	1
3622	69	38	CB	77	77	50	46	64	54	77	78	0
4724	110364	27	CB	77	77	53	35	62	52	78	81	0
5213	110556	27	CB	77	73	75	43	52	52	80	78	0
5879	110556	27	ST	77	77	69	68	56	71	46	83	0
7518	101083	52	CM	77	77	54	74	83	78	69	62	0
20176	461	38	ST	77	76	75	72	56	78	47	77	0
20799	1896	38	CDM	77	74	69	67	73	69	78	78	0
26992	7	18	CB	77	77	73	37	58	56	78	78	0
45595	47	27	CB	77	76	67	42	65	51	79	76	0
46160	517	54	CDM	77	74	65	73	80	77	72	77	0
51257	1806	14	ST	77	76	54	74	66	72	45	65	1
51287	144	25	RM	77	74	71	73	78	82	57	54	0
52270	28	21	CB	77	75	68	56	68	58	79	80	0
53012	10029	21	GK	77	77	81	74	56	85	38	72	0
53405	73	54	LB	77	77	74	62	80	73	77	71	0
101378	36	21	ST	77	75	77	76	64	78	46	74	0
107715	598	54	CB	77	76	52	56	59	62	76	81	0
109416	100769	40	ST	77	76	82	74	72	73	49	74	0
110842	462	45	CAM	77	77	68	75	74	74	50	58	0
111093	481	45	RM	77	76	75	72	76	81	39	56	0
112542	315	40	CB	77	77	53	60	66	60	77	81	0
112847	34	95	CDM	77	77	81	68	72	71	79	72	0
121622	100769	49	CDM	77	75	58	62	71	63	80	74	0
126925	485	21	RM	77	76	79	76	76	80	42	56	0
135451	18	54	GK	77	77	82	69	64	86	50	76	1
135499	568	54	ST	77	77	84	75	70	81	56	65	0
136137	1629	54	CAM	77	76	65	78	82	76	62	60	0
136553	1477	167	ST	77	77	54	83	67	70	40	81	1
137114	46	18	CB	77	76	67	46	53	43	82	79	1
137494	111144	133	ST	77	77	93	72	54	75	46	72	1
137785	1806	21	CB	77	77	51	54	55	37	79	78	1
139038	52	52	CB	77	76	63	31	51	45	78	81	0
140274	1877	52	CB	77	76	50	49	60	45	78	81	0
140293	50	27	GK	77	79	80	79	67	81	44	74	0
141200	32	8	CB	77	78	60	44	61	51	75	79	0
143135	1970	52	CAM	77	73	75	73	77	78	53	65	0
146741	243	45	RB	77	77	73	59	74	60	78	71	0
146955	280	52	CAM	77	75	66	68	81	76	55	42	0
147579	312	40	GK	77	78	78	74	77	80	61	76	0
147779	100769	40	RW	77	75	90	67	76	75	54	59	1
148122	315	40	CB	77	78	58	41	63	46	77	80	0
148217	100769	40	RB	77	77	75	65	77	70	72	68	0
149571	192	27	ST	77	70	75	80	64	73	43	65	0
150278	28	12	GK	77	76	77	74	60	84	36	77	0
150590	73	18	RB	77	75	74	65	76	70	75	68	0
152778	1035	54	CB	77	77	57	55	46	35	76	84	0
152822	1041	54	CAM	77	74	45	75	81	77	63	68	0
153244	219	18	ST	77	79	76	78	70	74	49	68	0
153260	70	54	CB	77	77	50	47	71	62	77	81	0
156272	46	54	CAM	77	80	73	72	77	83	57	66	0
156412	1878	83	GK	77	77	76	79	74	77	47	78	0
156650	13	18	LM	77	76	80	72	72	77	56	77	1
156713	112218	46	CB	77	79	55	56	62	53	78	77	0
156722	1	18	CDM	77	79	74	66	76	74	75	69	0
156988	47	27	CM	77	76	78	75	76	74	78	72	0
157430	10029	8	CM	77	77	50	81	83	75	71	58	1
157492	383	55	CAM	77	78	72	66	77	83	49	58	1
158856	36	21	CM	77	78	70	71	77	71	75	70	0
158905	1824	47	CDM	77	80	69	70	78	76	74	73	0
159043	74	101	RW	77	75	91	64	69	80	40	57	1
160766	73	18	LW	77	80	86	74	78	87	52	66	1
161468	569	52	CDM	77	72	68	53	73	71	78	78	0
161793	457	45	ST	77	80	64	73	59	72	53	80	0
163423	1	18	CM	77	79	78	70	72	82	74	76	0
163530	1819	18	CDM	77	77	60	60	74	63	78	72	0
163571	19	14	LM	77	76	87	66	75	78	49	52	0
164082	241	54	LB	77	77	76	70	78	81	76	68	0
165247	110929	140	GK	77	82	78	75	84	79	32	77	0
165517	1877	52	CM	77	80	67	61	76	71	74	59	0
165740	106	14	RM	77	80	77	70	76	81	50	51	0
166708	312	40	LM	77	78	84	68	74	80	44	57	0
167305	110374	59	LM	77	76	78	78	81	76	72	62	1
167666	44	52	GK	77	75	78	74	78	82	59	74	0
167963	11	54	CM	77	77	78	62	78	82	69	70	0
168585	2	34	CB	77	78	52	61	61	59	81	70	1
169386	46	27	ST	77	73	75	71	60	79	44	80	0
169590	7	25	CM	77	80	60	68	81	74	74	68	0
169808	47	34	LB	77	78	84	73	77	81	68	54	0
170815	236	7	CM	77	81	73	68	78	76	74	65	0
171975	110364	52	ST	77	71	73	74	67	75	46	74	0
173228	234	54	LB	77	79	81	66	76	81	75	70	0
173818	240	45	ST	77	84	85	73	62	85	45	72	0
173857	110364	52	GK	77	72	76	77	60	78	50	79	0
176237	106	95	ST	77	77	73	74	52	70	48	81	0
176794	247	46	ST	77	78	66	78	70	75	53	77	0
176894	112387	54	CAM	77	77	80	73	73	83	48	61	0
176957	34	54	CB	77	77	81	43	51	43	77	84	1
177152	1909	34	GK	77	78	76	76	69	83	57	74	0
177358	17	18	CDM	77	81	71	61	73	65	76	66	0
177519	100767	21	CB	77	80	66	42	67	65	78	79	0
177604	1	45	LB	77	78	78	58	77	68	75	66	0
177666	36	4	RM	77	79	82	73	73	76	51	73	0
178281	598	54	ST	77	78	90	69	67	84	38	52	1
178767	206	9	GK	77	80	80	78	75	84	57	69	0
179591	1960	45	LW	77	77	80	73	70	83	52	60	1
179696	240	52	LB	77	82	76	72	72	73	80	75	0
180575	1041	54	ST	77	73	87	71	70	81	42	64	0
181375	1043	53	ST	77	75	66	74	63	73	44	79	0
181458	175	10	LM	77	81	80	80	76	77	53	79	0
181560	13	18	CB	77	81	70	37	65	65	79	77	0
181786	100765	10	CB	77	80	63	49	64	65	78	73	0
182105	1043	54	GK	77	77	77	72	76	80	52	77	0
182763	7	10	ST	77	75	75	76	50	70	45	73	0
182836	19	14	ST	77	80	73	74	61	68	60	88	1
182859	50	60	CM	77	72	73	58	73	72	76	58	0
182860	46	60	CM	77	79	78	67	78	74	75	72	0
182862	234	60	RB	77	76	74	66	74	76	77	69	0
183177	100767	58	ST	77	74	74	73	61	75	50	80	0
183465	10	14	CM	77	82	72	69	76	76	74	78	0
183870	70	18	LM	77	79	84	69	75	75	48	62	0
183871	169	21	RM	77	80	88	70	70	81	59	62	0
184031	236	38	LW	77	77	84	71	69	80	53	66	0
184432	5	45	LB	77	82	78	57	76	72	77	68	0
184716	9	50	CM	77	82	71	57	78	79	68	53	0
184789	34	23	ST	77	81	68	69	58	75	54	80	0
184885	1048	54	GK	77	80	80	74	70	83	33	72	0
185000	605	54	CAM	77	78	75	76	76	78	42	75	0
185373	110089	9	CAM	77	80	80	75	73	75	57	65	0
186561	1	50	CM	77	85	67	70	79	78	66	60	0
187072	485	21	RM	77	80	71	72	79	77	63	62	0
187366	100767	40	CDM	77	75	69	67	77	75	71	61	0
187688	598	54	CAM	77	84	44	71	82	79	50	60	0
187800	45	55	RM	77	82	81	66	77	76	72	64	0
188616	1842	27	CF	77	84	91	76	64	82	39	57	1
189067	48	60	CB	77	79	61	39	59	52	78	79	0
189250	110227	61	ST	77	81	80	72	51	71	48	81	1
189373	567	54	CDM	77	77	76	67	77	77	74	68	0
189462	15	70	LM	77	81	91	70	70	81	46	68	1
189560	481	45	CDM	77	80	57	67	71	65	76	78	0
189574	448	45	CDM	77	82	59	61	74	70	76	67	0
189681	11	54	RB	77	83	81	57	73	78	76	66	0
190149	448	45	RB	77	80	89	65	72	76	72	67	0
190150	23	45	CB	77	82	55	33	63	55	76	79	0
190286	461	45	CAM	77	84	71	69	77	81	42	43	0
190875	110556	43	CM	77	82	68	73	75	78	78	79	1
192202	112387	54	CAM	77	81	75	81	76	79	59	61	1
192238	1960	45	CDM	77	78	66	43	70	53	80	61	0
192371	237	52	CDM	77	76	73	65	69	74	78	68	0
192397	48	54	GK	77	79	82	73	67	83	52	77	0
192505	7	7	ST	77	86	83	73	65	73	47	77	1
192615	65	15	CB	77	79	59	52	62	56	77	81	0
192722	1819	18	RW	77	81	84	71	75	79	52	58	0
192841	106	27	LM	77	78	80	68	77	83	64	52	0
193469	461	45	CB	77	82	65	42	66	57	78	78	0
193881	234	51	CAM	77	84	86	68	71	86	48	58	1
194359	44	163	LM	77	79	87	57	76	77	71	62	0
194644	241	45	RB	77	83	88	56	76	75	74	67	0
195090	55	51	GK	77	78	84	70	60	81	39	80	0
195861	101059	49	CB	77	79	68	62	70	57	78	76	0
197061	34	103	CB	77	81	74	50	70	63	78	79	1
197225	517	60	CAM	77	78	75	68	72	82	40	51	0
198077	23	21	RM	77	81	91	71	71	80	44	60	1
198329	234	45	ST	77	85	85	75	59	77	45	73	0
198784	1	14	RM	77	86	89	68	72	84	48	51	0
199304	236	54	RB	77	84	83	72	77	78	76	70	0
199556	73	27	CM	77	86	68	62	79	81	72	60	0
200145	243	54	CM	77	80	66	68	74	71	75	80	0
200215	1824	21	CDM	77	82	78	60	74	75	75	71	0
200610	10029	21	RM	77	84	80	75	71	78	52	73	0
200647	110374	44	CF	77	78	69	79	78	80	52	54	1
201262	25	12	CM	77	79	75	74	79	79	68	42	0
202101	234	34	LM	77	81	88	68	75	82	42	58	0
203299	237	59	RW	77	83	88	71	68	82	42	66	0
204550	1842	56	ST	77	86	93	73	68	85	52	75	1
204555	44	52	CF	77	81	71	72	78	79	57	74	0
204963	243	45	RB	77	83	83	40	76	78	75	62	0
205362	10	51	CB	77	86	70	30	63	44	78	76	0
206058	47	27	RB	77	88	84	46	74	75	74	68	0
206655	1629	55	RW	77	83	90	76	70	85	42	63	1
207410	44	10	CM	77	86	79	69	81	80	60	59	0
162008	280	97	ST	77	74	77	74	58	76	44	76	0
1088	111139	27	CB	76	76	40	34	60	58	77	76	1
1803	280	52	ST	76	76	79	71	68	83	38	59	0
2155	1792	46	ST	76	73	72	74	68	71	51	77	0
2492	573	38	LM	76	78	89	71	73	76	75	65	0
2651	2	25	GK	76	75	75	73	72	78	44	80	0
4077	452	38	LM	76	74	71	72	77	79	42	56	0
11769	34	21	GK	76	74	76	77	66	77	45	77	0
13130	106	14	CB	76	75	65	29	63	58	77	76	0
13879	17	14	ST	76	76	59	77	58	66	48	82	0
17820	1909	34	CM	76	76	47	76	86	65	65	63	1
20798	234	38	CAM	76	73	65	77	79	75	60	57	0
21570	598	54	GK	76	75	80	70	92	69	30	84	1
25798	573	58	ST	76	76	51	72	59	66	49	75	0
41874	614	18	CM	76	76	49	70	78	72	73	66	0
42521	1853	4	CAM	76	76	69	75	77	73	49	58	0
45842	109	46	CB	76	76	53	56	67	51	79	78	0
46042	1048	54	CB	76	74	53	40	56	48	78	77	0
47903	171	21	GK	76	77	77	75	65	79	31	74	0
50529	1806	14	LM	76	75	75	69	79	79	52	56	0
52735	217	18	ST	76	76	81	72	62	74	45	64	0
52752	1824	47	LM	76	77	78	70	73	78	55	60	0
53055	110374	27	CDM	76	74	57	61	76	71	79	85	0
54033	1952	14	CM	76	78	52	74	81	68	73	74	1
101880	15	14	GK	76	76	80	71	74	82	38	72	0
104047	110364	52	CM	76	70	51	74	82	73	68	63	0
105318	50	55	CM	76	76	73	71	84	77	57	48	1
105454	315	51	RM	76	79	87	74	73	85	40	56	0
105474	1842	27	CDM	76	75	55	71	83	68	72	65	0
107713	21	21	GK	76	76	78	75	66	80	42	75	0
110381	110396	52	LW	76	78	83	74	73	78	54	62	0
110677	1860	45	GK	76	77	81	70	82	79	46	72	0
116308	219	18	RB	76	74	85	53	72	68	76	72	0
117063	73	18	GK	76	74	77	76	70	78	39	74	0
121170	1824	21	CAM	76	76	61	79	75	73	62	70	1
121937	110636	21	GK	76	73	79	72	68	84	42	70	0
123576	52	27	ST	76	75	66	74	56	71	44	80	0
123586	1842	27	GK	76	76	78	76	60	84	45	74	0
123621	47	117	CDM	76	76	71	75	76	74	78	78	0
123629	110556	52	LM	76	73	75	73	72	81	53	48	0
125995	325	48	ST	76	76	70	71	69	70	58	77	0
134783	325	108	RB	76	77	83	63	71	77	74	74	0
135465	1053	54	CB	76	76	53	51	55	54	76	82	0
135697	452	45	ST	76	76	76	74	68	80	45	58	0
136187	568	54	ST	76	76	56	81	72	74	64	77	1
137109	247	34	CM	76	75	51	71	78	74	72	62	0
137133	46	27	CB	76	74	56	41	61	48	78	70	0
137763	379	144	GK	76	78	77	79	57	81	32	69	0
138066	59	37	RM	76	75	70	76	77	74	55	61	0
138445	109	60	CB	76	74	31	48	50	34	76	78	0
138456	1035	54	RW	76	79	86	72	73	81	47	67	0
138457	1629	54	ST	76	76	77	72	71	76	58	76	0
138699	48	47	CDM	76	79	77	68	76	73	70	66	0
139968	65	133	GK	76	79	77	76	75	82	42	74	0
140415	1960	14	CM	76	75	71	51	79	76	71	52	0
142359	50	27	CB	76	75	54	51	57	44	79	74	0
142781	1013	52	CAM	76	76	77	69	75	83	56	58	0
142902	101059	49	GK	76	76	80	70	82	77	65	73	0
146797	100767	49	GK	76	76	79	70	76	78	45	80	0
147006	1860	45	LM	76	76	81	73	70	82	50	58	0
149217	200	27	CF	76	66	77	76	75	79	46	64	0
149568	50	27	ST	76	75	55	72	59	76	45	88	0
149791	1792	25	CAM	76	75	71	67	71	81	50	59	0
150106	280	22	CB	76	76	75	48	60	57	78	78	0
152855	567	54	ST	76	75	74	74	70	78	43	61	0
152997	72	52	ST	76	75	72	73	67	76	46	75	0
153938	1960	45	RB	76	76	65	55	76	73	76	76	0
154634	110374	27	LB	76	75	73	61	77	74	74	69	0
155408	175	21	LB	76	75	77	70	79	73	74	70	0
155887	52	95	CM	76	82	68	70	75	71	76	76	0
155896	101088	52	CAM	76	74	67	69	73	76	51	56	0
156221	468	39	RB	76	73	67	59	71	62	78	78	0
156434	1879	83	CB	76	74	64	43	55	56	77	76	0
158543	110144	83	ST	76	77	77	74	64	73	46	78	0
158676	36	13	CDM	76	75	67	59	74	62	77	63	0
158963	46	52	CM	76	77	54	63	78	77	74	62	0
159034	13	14	CB	76	75	59	39	56	46	78	76	0
159171	100767	45	LM	76	80	72	70	73	83	42	52	0
159172	480	45	CM	76	76	51	70	84	73	62	52	1
159175	219	144	CDM	76	75	71	54	72	67	75	77	0
159418	1053	54	CDM	76	78	75	64	73	78	76	70	0
160741	10029	52	CB	76	78	75	59	60	58	75	77	0
160772	568	54	ST	76	75	67	74	59	73	45	81	0
163083	44	38	CB	76	80	67	52	57	57	78	77	0
163492	100769	7	CB	76	77	47	52	72	57	77	80	0
163791	70	18	GK	76	77	81	71	76	79	47	78	0
163991	378	18	GK	76	77	75	72	74	82	36	76	0
164076	383	54	GK	76	78	77	71	62	74	53	82	0
164114	1041	54	CM	76	76	52	73	83	76	49	49	0
164493	28	21	LB	76	78	80	69	75	74	76	71	0
164769	106	42	ST	76	77	71	68	60	72	46	82	0
164835	1	37	GK	76	76	78	70	74	84	50	76	0
164978	2	18	CAM	76	76	86	73	69	84	52	53	0
165434	72	18	CDM	76	76	65	58	68	70	75	74	0
167005	100769	40	CM	76	75	79	65	78	77	48	43	0
167959	1629	54	GK	76	79	75	72	69	82	43	78	0
168530	234	54	CB	76	77	54	40	55	53	78	77	0
168607	21	54	RB	76	77	79	52	77	79	72	61	0
169607	106	14	CDM	76	76	69	62	71	68	78	68	0
170570	1806	25	CAM	76	76	74	66	71	76	57	48	0
172049	38	34	RM	76	78	91	63	69	84	43	60	1
172114	111140	52	CAM	76	77	71	72	75	77	46	65	0
172684	481	45	GK	76	77	82	71	68	83	51	72	0
172835	44	27	CB	76	79	69	34	50	43	77	79	0
172862	245	17	CB	76	76	66	47	71	69	76	78	0
173373	69	52	GK	76	78	80	71	83	80	44	69	0
174551	1032	55	ST	76	75	74	76	74	78	55	66	0
176029	1861	38	LW	76	79	81	72	70	79	54	60	0
176094	247	37	GK	76	77	83	72	68	80	51	72	0
176270	100767	3	ST	76	82	86	73	43	75	48	74	0
176619	166	56	ST	76	79	85	68	67	75	48	85	0
176731	315	46	CDM	76	79	61	63	70	66	75	76	0
176790	1824	21	RM	76	79	85	68	74	76	52	73	0
176903	110832	55	CDM	76	76	71	51	75	70	73	58	0
176915	450	52	CM	76	76	73	66	73	76	49	61	0
176927	598	54	ST	76	76	86	73	65	73	44	71	0
177528	47	27	ST	76	75	79	71	56	68	44	80	0
177569	1960	34	CAM	76	78	76	75	75	78	48	58	0
177643	106	18	CB	76	78	71	41	53	43	77	83	1
177644	452	45	GK	76	80	78	79	62	75	32	77	0
177683	896	47	GK	76	84	73	75	65	81	46	75	0
177937	1960	45	CB	76	78	65	33	51	62	78	74	0
177974	1809	56	CDM	76	77	54	64	73	66	74	77	0
178036	217	101	CM	76	78	77	78	72	75	63	63	0
178250	1853	136	CDM	76	78	68	62	70	67	78	77	0
178278	1893	54	RW	76	76	84	72	72	79	47	58	0
178424	573	38	LB	76	78	84	69	74	73	74	61	0
179544	109	110	CDM	76	79	67	56	71	72	77	68	0
179875	100765	136	ST	76	80	76	75	59	73	50	80	0
179876	449	54	CB	76	75	57	45	58	45	78	77	0
180716	1629	54	CB	76	79	57	53	60	57	79	71	0
181392	1043	54	CAM	76	74	77	69	72	85	39	48	1
181459	52	22	RB	76	75	76	58	76	68	74	78	0
182103	693	60	CM	76	69	69	59	71	72	79	62	0
182152	175	167	CAM	76	81	77	74	73	81	60	58	0
182887	70	145	CDM	76	76	60	53	72	73	74	64	0
182888	23	36	CDM	76	79	72	51	72	64	78	76	0
183187	896	47	LM	76	83	81	72	71	76	67	73	0
183483	280	22	ST	76	81	62	75	60	73	44	78	0
183580	38	21	ST	76	79	73	71	57	69	47	74	0
183800	1819	18	LW	76	79	89	68	72	78	45	64	0
183895	39	52	CF	76	79	89	71	80	85	45	44	0
183900	481	52	LM	76	83	81	69	68	85	42	59	0
183909	36	118	LM	76	79	87	60	69	83	44	48	0
183975	74	103	CB	76	80	71	32	51	47	77	77	0
183982	65	18	ST	76	78	72	78	67	71	49	73	0
184200	1806	4	LM	76	82	86	76	72	81	49	72	0
184252	101088	52	ST	76	77	72	74	59	69	50	80	0
184457	1792	34	ST	76	77	70	72	55	72	51	75	0
184484	18	24	LM	76	82	68	80	75	71	56	64	0
184575	74	18	LM	76	80	91	74	75	78	44	54	1
184826	237	38	CM	76	83	66	75	76	77	71	65	0
184949	59	54	RB	76	76	88	61	77	77	73	66	0
185132	448	45	CB	76	81	60	43	68	57	76	82	0
186296	34	21	CDM	76	79	63	55	72	67	76	72	0
186351	1792	34	CM	76	81	75	70	73	72	75	85	0
186805	1028	57	LW	76	81	92	70	64	82	45	60	1
186912	175	21	RB	76	79	73	61	75	68	76	68	0
186961	192	27	ST	76	85	79	67	53	72	45	79	0
187132	1824	59	CB	76	80	70	48	66	64	75	77	0
187323	383	54	CB	76	78	63	49	59	63	77	74	0
187457	312	57	CDM	76	77	73	70	79	77	72	72	0
187492	100767	40	LB	76	79	77	67	76	71	72	68	0
187607	110231	40	ST	76	81	76	75	69	69	49	78	1
187846	111044	54	GK	76	76	77	71	69	83	54	76	0
188337	110227	117	LM	76	80	88	65	75	72	72	67	0
188352	22	21	RB	76	79	80	70	74	72	70	56	0
188385	65	18	CM	76	79	72	69	76	76	62	54	0
188388	58	97	CAM	76	80	77	72	77	80	41	46	0
188935	1806	129	LM	76	76	86	69	66	84	42	40	1
189068	175	34	ST	76	79	64	70	54	62	52	80	0
189513	461	45	CDM	76	84	66	66	82	76	60	56	0
189530	234	38	RB	76	80	78	66	72	75	73	72	0
190547	54	37	CB	76	79	53	28	49	38	78	78	0
190664	22	21	ST	76	78	76	73	64	73	50	78	0
190749	1048	54	CDM	76	78	74	64	71	74	76	68	0
190756	110089	54	CB	76	79	53	42	57	56	78	78	0
190779	1896	38	CM	76	78	69	71	77	79	60	61	0
190971	111144	73	CDM	76	76	83	63	65	72	80	72	0
192098	449	133	CAM	76	79	75	65	71	77	69	72	0
192302	28	28	ST	76	77	81	72	51	62	45	78	0
192362	247	34	RW	76	79	93	62	72	76	42	54	1
192629	9	45	ST	76	81	81	72	68	81	44	62	0
192658	1824	21	RB	76	81	78	52	73	71	74	67	0
193338	52	27	ST	76	84	79	72	60	76	42	75	0
193476	70	18	CAM	76	83	80	69	70	80	50	47	0
193844	573	45	RM	76	79	77	59	73	78	41	48	0
194196	25	136	CB	76	79	74	42	64	71	76	80	0
194911	19	45	GK	76	78	72	82	64	79	46	75	0
197083	175	21	LM	76	79	83	70	70	82	48	64	0
197242	379	37	CDM	76	82	59	54	72	57	80	81	1
197890	479	45	CB	76	79	58	35	58	51	78	71	0
197965	452	38	RM	76	84	81	71	69	82	43	52	0
198009	110556	27	GK	76	84	76	72	69	82	57	73	0
198113	34	21	CDM	76	81	68	67	76	74	76	72	0
198176	246	34	CB	76	81	66	45	67	67	78	72	0
198219	48	27	CAM	76	84	89	70	71	84	37	50	0
198648	110227	26	CDM	76	80	71	67	78	78	71	60	0
199383	175	47	CB	76	77	51	42	62	49	78	77	0
199422	246	34	CM	76	80	71	68	77	74	69	52	0
199561	450	45	LM	76	81	80	71	71	82	53	53	0
199737	237	38	RW	76	78	82	77	67	77	44	70	0
199767	5	34	CM	76	84	78	70	75	76	67	71	0
200104	32	167	LW	76	83	83	76	67	79	41	62	0
200106	100767	3	RW	76	82	80	79	75	80	42	53	0
201144	28	10	CM	76	81	57	64	77	77	71	65	0
201153	243	45	ST	76	82	77	72	50	68	42	74	0
201818	315	133	ST	76	82	90	73	66	81	37	64	1
201862	237	52	CB	76	82	72	52	72	62	77	80	0
202642	101059	54	CDM	76	84	78	65	69	68	77	70	0
202652	9	14	RW	76	85	91	60	65	81	51	45	1
203528	480	118	RM	76	80	91	63	65	83	45	60	1
204639	110374	15	CB	76	83	67	38	58	61	76	82	0
205601	1909	117	CAM	76	81	92	65	64	79	39	54	1
205633	110364	52	LW	76	76	69	69	79	78	63	66	0
205976	240	54	ST	76	80	77	70	58	82	43	70	0
206154	101088	52	CM	76	78	75	69	78	68	70	57	0
207664	481	56	ST	76	78	81	74	58	74	44	70	0
210126	171	163	CAM	76	81	76	71	78	80	39	48	0
157393	73	126	CM	76	78	62	63	71	72	79	72	0
164	55	27	CDM	75	74	67	68	79	71	73	68	0
492	1809	18	CB	75	74	37	47	70	58	77	73	0
1075	111400	27	ST	75	70	47	80	73	79	48	52	0
3484	106	25	CB	75	75	52	33	60	52	77	72	0
3665	294	18	CAM	75	71	56	73	72	73	57	57	0
3712	1629	54	GK	75	75	76	75	67	68	50	85	0
6895	100409	4	GK	75	73	74	75	70	77	39	74	0
7647	192	27	CB	75	73	45	39	57	46	78	76	0
7814	246	34	CB	75	74	32	38	63	49	76	75	0
8222	110396	52	CB	75	75	52	46	65	61	75	74	0
12940	171	4	CB	75	74	51	37	47	33	77	78	0
19896	472	45	CAM	75	75	47	59	80	76	40	49	0
24851	819	46	CB	75	75	48	47	59	41	79	81	0
40900	219	136	CB	75	71	61	42	60	47	75	73	0
41734	219	18	CDM	75	74	58	66	78	71	72	70	0
45437	110556	27	CB	75	73	63	40	57	46	78	74	0
